route_id,topsis_selected,topsis_rank,topsis_closeness,steps,horizontal_length_m,terrain_following_length_m,flight_time_s,average_ground_speed_mps,navigation_deficit_s,average_navigation_quality,visibility_deficit_s,average_visibility,energy_used_wh,battery_remaining_wh,minimum_altitude_msl_m,maximum_altitude_msl_m
4135,False,1724,0.7132714375904724,47,2714.2135623730965,2719.1403599973773,146.9665430139474,18.468241184087134,27.752604184489478,0.8111637954098457,5.133983273817105,0.9650669930139822,18.370817876743423,281.62918212325656,228.907470703125,254.47560119628906
4136,False,1670,0.7141803612738958,47,2714.2135623730965,2718.95652865492,146.97135317786868,18.467636744749043,25.13994806692002,0.8289466108643977,8.040453086361058,0.9452923790078309,18.371419147233585,281.6285808527664,230.23468017578125,254.47560119628906
4137,False,2117,0.7060855306314201,47,2714.2135623730965,2718.683057074193,146.97222861731956,18.467526742349794,22.197614232344918,0.8489672883021855,10.785176237474332,0.9266175906908485,18.371528577164945,281.62847142283505,232.10643005371094,254.47560119628906
4138,False,1792,0.7119612394934425,47,2714.2135623730965,2718.7804559718593,146.97311129472826,18.467415831799514,27.882653737891303,0.8102873818736978,5.09186781319938,0.9653551063296976,18.371638911841032,281.62836108815895,228.9864501953125,253.74635314941406
4139,False,1753,0.7126718017287548,47,2714.2135623730965,2719.049502133746,146.97948886431232,18.46661451434757,25.020885660388217,0.8297661404749689,8.269062173450445,0.943740026330584,18.37243610803904,281.62756389196096,228.9864501953125,253.74635314941406
4140,False,1965,0.7091189178677754,47,2714.2135623730965,2719.1779566034256,146.9796428849661,18.466595163096027,27.451342999221094,0.8132303055008376,5.978524587006805,0.959324131766425,18.372455360620762,281.62754463937927,228.907470703125,253.74635314941406
4141,False,1585,0.7157760920129048,47,2714.2135623730965,2719.115754339433,146.98574365891736,18.46582869064819,25.678554507000428,0.8252990128989115,7.379698207533339,0.9497931022163753,18.37321795736467,281.62678204263534,228.907470703125,253.74635314941406
4142,False,1606,0.7154003494525363,47,2714.2135623730965,2718.7499086641574,146.98699686069554,18.465671252168292,26.883776111863924,0.8171009906587685,6.058866337941516,0.9587795759669564,18.373374607586946,281.6266253924131,230.23468017578125,253.74635314941406
4143,False,1427,0.7194264733682779,47,2714.2135623730965,2718.9957732433054,146.98737786821525,18.465623387108682,25.31915854521873,0.8277460356635576,7.424520860260744,0.9494887182291437,18.37342223352691,281.6265777664731,228.9864501953125,253.74635314941406
4144,False,1727,0.713237566329771,47,2714.2135623730965,2719.124227712985,146.98753188886903,18.4656040379343,27.749615884051607,0.8112110903050478,5.133983273817105,0.9650719812228788,18.37344148610863,281.6265585138914,228.907470703125,253.74635314941406
4145,False,1690,0.7138521132645862,47,2714.2135623730965,2719.104511691677,146.98764769502282,18.465589489565,24.82141888767852,0.8311326204826461,8.348392085778078,0.943203444529572,18.373455961877852,281.6265440381221,228.9864501953125,253.74635314941406
4146,False,1935,0.7096670632802894,47,2714.2135623730965,2719.2167866127634,146.9910387577139,18.46516349099994,27.40452035206591,0.8135633261478142,5.978524587006805,0.9593272852717148,18.37387984471424,281.6261201552858,228.907470703125,254.47560119628906
4147,False,1672,0.714135642833074,47,2714.2135623730965,2718.9403963705277,146.99234205279035,18.46499977120116,25.13695976648215,0.8289913650232572,8.040453086361058,0.9453001906488882,18.374042756598794,281.6259572434012,230.23468017578125,253.74635314941406
4148,False,1347,0.7215872433695026,47,2714.2135623730965,2719.062025448992,146.99363266282026,18.464837647757612,25.976827391830945,0.8232792337922717,6.535156894343638,0.9555412246370274,18.374204082852533,281.62579591714746,228.907470703125,253.74635314941406
